ID xsim ysim
2 0.27 1.0368
2 0.52 2.0856
2 1 2.7832
2 1.92 5.4091
2 3.5 6.5081
2 5.02 6.4065
2 7.03 4.6476
2 9 5.6835
2 12 3.7233
2 24.3 0.87598
3 0 0.18711
3 0.27 4.3365
3 0.58 6.4778
3 1.02 7.0451
3 2.02 11.895
3 3.62 10.071
3 5.08 10.577
3 7.07 8.069
3 9 7.1411
3 12.15 4.501
3 24.17 2.0946
4 0 -0.25312
4 0.35 3.8062
4 0.6 6.745
4 1.07 7.4813
4 2.13 7.1193
4 3.5 6.075
4 5.02 5.8545
4 7.02 4.5361
4 9.02 3.0539
4 11.98 2.5097
4 24.65 0.77992
5 0 0.045884
5 0.3 1.2666
5 0.52 2.8473
5 1 3.8641
5 2.02 4.8461
5 3.5 7.0087
5 5.02 8.4651
5 7.02 4.0884
5 9.1 5.1428
5 12 3.9072
5 24.35 0.82745
6 0 -0.68223
6 0.27 1.4653
6 0.58 3.3555
6 1.15 6.0056
6 2.03 6.2934
6 3.57 6.0683
6 5 6.2366
6 7 3.9157
6 9.22 4.6474
6 12.1 2.3659
6 23.85 0.70604
7 0 -0.085425
7 0.25 2.7418
7 0.5 3.0116
7 1.02 7.9036
7 2.02 8.3407
7 3.48 7.976
7 5 7.4487
7 6.98 6.7702
7 9 5.8489
7 12.05 4.7869
7 24.22 1.7279
8 0 0.10061
8 0.25 4.6639
8 0.52 7.0837
8 0.98 10.423
8 2.02 7.686
8 3.53 9.8438
8 5.05 12.013
8 7.15 10.408
8 9.07 6.8725
8 12.1 6.0588
8 24.12 2.5236
9 0 0.1344
9 0.3 4.1143
9 0.63 7.9684
9 1.05 5.0512
9 2.02 4.984
9 3.53 5.2019
9 5.02 4.0193
9 7.17 3.8006
9 8.8 2.956
9 11.6 2.8273
9 24.43 1.1403
10 0 0.011762
10 0.37 2.4266
10 0.77 5.9693
10 1.02 5.5003
10 2.05 6.9321
10 3.55 9.6448
10 5.05 11.113
10 7.08 7.6073
10 9.38 6.7375
10 12.1 4.8438
10 23.7 2.8957
11 0 0.25232
11 0.25 2.5168
11 0.5 3.5747
11 0.98 5.7052
11 1.98 8.8403
11 3.6 11.711
11 5.02 11.888
11 7.03 10.346
11 9.03 8.4322
11 12.12 7.7095
11 24.08 3.3239
12 0 0.23132
12 0.25 4.2149
12 0.5 6.8936
12 1 6.9229
12 2 7.8301
12 3.52 7.768
12 5.07 6.0066
12 7.07 5.6552
12 9.03 4.1429
12 12.05 2.8294
12 24.15 0.54486
1 0 -0.13556
1 0.25 3.137
1 0.57 4.9666
1 1.12 5.9937
1 2.02 5.8062
1 3.82 5.6896
1 5.1 5.0762
1 7.03 4.516
1 9.05 2.1627
1 12.12 2.1273
1 24.37 0.087698
2 0 0.028605
2 0.27 2.0584
2 0.52 1.9936
2 1 3.3749
2 1.92 6.3226
2 3.5 7.6954
2 5.02 5.5078
2 7.03 5.0875
2 9 4.1842
2 12 4.1313
2 24.3 1.0388
3 0 -0.33265
3 0.27 4.284
3 0.58 8.5128
3 1.02 8.2368
3 2.02 8.4791
3 3.62 8.1903
3 5.08 7.2878
3 7.07 7.1224
3 9 4.3682
3 12.15 4.3549
3 24.17 1.5186
4 0 -0.03763
4 0.35 2.2517
4 0.6 3.2002
4 1.07 3.6043
4 2.13 6.8819
4 3.5 6.316
4 5.02 6.316
4 7.02 4.9515
4 9.02 4.9395
4 11.98 3.9005
4 24.65 1.2876
5 0 0.11866
5 0.3 7.2112
5 0.52 10.663
5 1 9.6252
5 2.02 8.1191
5 3.5 8.1424
5 5.02 7.5137
5 7.02 5.0581
5 9.1 3.4354
5 12 3.0995
5 24.35 0.14999
6 0 -0.13645
6 0.27 5.5478
6 0.58 7.3407
6 1.15 6.7436
6 2.03 7.3954
6 3.57 6.8851
6 5 5.8741
6 7 4.4784
6 9.22 4.7679
6 12.1 2.5496
6 23.85 0.67929
7 0 -0.011283
7 0.25 6.3651
7 0.5 7.8713
7 1.02 9.7325
7 2.02 8.8767
7 3.48 8.2905
7 5 6.8384
7 6.98 6.3823
7 9 6.1418
7 12.05 6.1254
7 24.22 2.471
8 0 -0.096129
8 0.25 2.2585
8 0.52 4.9843
8 0.98 6.2317
8 2.02 6.259
8 3.53 6.8267
8 5.05 5.9999
8 7.15 3.8492
8 9.07 2.6196
8 12.1 2.4027
8 24.12 1.2923
9 0 -0.11158
9 0.3 1.6543
9 0.63 4.2144
9 1.05 4.5026
9 2.02 4.0336
9 3.53 6.985
9 5.02 5.3399
9 7.17 4.3665
9 8.8 4.3691
9 11.6 3.7046
9 24.43 0.70411
10 0 -0.11694
10 0.37 4.8645
10 0.77 7.5761
10 1.02 8.4403
10 2.05 9.5544
10 3.55 8.6774
10 5.05 6.2647
10 7.08 6.8441
10 9.38 7.2906
10 12.1 2.9855
10 23.7 1.8707
11 0 -0.052492
11 0.25 2.8391
11 0.5 5.2545
11 0.98 7.5937
11 1.98 9.5621
11 3.6 7.602
11 5.02 9.2708
11 7.03 6.9057
11 9.03 6.5411
11 12.12 4.3472
11 24.08 2.1559
12 0 0.014125
12 0.25 3.517
12 0.5 5.2834
12 1 7.4983
12 2 8.7152
12 3.52 6.6309
12 5.07 6.3203
12 7.07 5.1262
12 9.03 3.9087
12 12.05 3.2094
12 24.15 0.27997
1 0 -0.40916
1 0.25 4.2845
1 0.57 7.1602
1 1.12 6.7899
1 2.02 7.5021
1 3.82 5.1429
1 5.1 6.1079
1 7.03 5.1719
1 9.05 3.5338
1 12.12 3.973
1 24.37 1.0587
2 0 -0.3214
2 0.27 0.70772
2 0.52 2.991
2 1 3.6482
2 1.92 5.6144
2 3.5 7.9918
2 5.02 6.727
2 7.03 7.6151
2 9 5.6524
2 12 3.666
2 24.3 2.1676
3 0 0.1696
3 0.27 5.5957
3 0.58 7.3741
3 1.02 9.367
3 2.02 9.9673
3 3.62 8.7687
3 5.08 5.0174
3 7.07 5.9307
3 9 4.5681
3 12.15 4.9999
3 24.17 0.848
4 0 -0.074956
4 0.35 2.6872
4 0.6 3.5164
4 1.07 4.304
4 2.13 6.9783
4 3.5 7.6465
4 5.02 5.6485
4 7.02 4.1921
4 9.02 3.0139
4 11.98 2.4111
4 24.65 0.57482
5 0 -0.17778
5 0.3 8.983
5 0.52 11.913
5 1 11.31
5 2.02 10.495
5 3.5 9.9388
5 5.02 10.498
5 7.02 7.1021
5 9.1 6.3051
5 12 3.5395
5 24.35 1.5068
6 0 0.12152
6 0.27 8.2948
6 0.58 10.753
6 1.15 9.8435
6 2.03 7.8855
6 3.57 8.0632
6 5 7.817
6 7 5.8492
6 9.22 5.3132
6 12.1 3.6961
6 23.85 0.92969
7 0 -0.21532
7 0.25 0.51822
7 0.5 2.7832
7 1.02 2.3572
7 2.02 5.3703
7 3.48 6.7332
7 5 5.7594
7 6.98 6.9464
7 9 4.787
7 12.05 5.3249
7 24.22 1.4276
8 0 0.16352
8 0.25 1.9483
8 0.52 4.1291
8 0.98 5.0141
8 2.02 4.6438
8 3.53 4.2345
8 5.05 5.2122
8 7.15 3.7152
8 9.07 3.3242
8 12.1 3.3787
8 24.12 0.37547
9 0 0.24956
9 0.3 1.4973
9 0.63 3.97
9 1.05 3.8305
9 2.02 4.3919
9 3.53 6.3504
9 5.02 4.572
9 7.17 3.5877
9 8.8 1.8194
9 11.6 1.8848
9 24.43 0.96832
10 0 0.076632
10 0.37 8.0949
10 0.77 12.446
10 1.02 10.559
10 2.05 11.029
10 3.55 9.6189
10 5.05 8.5926
10 7.08 6.7506
10 9.38 7.3547
10 12.1 5.9558
10 23.7 2.1185
11 0 -0.26431
11 0.25 1.1784
11 0.5 2.336
11 0.98 3.0664
11 1.98 3.8449
11 3.6 6.3146
11 5.02 4.2439
11 7.03 5.1206
11 9.03 3.5085
11 12.12 3.4792
11 24.08 0.59195
12 0 -0.22622
12 0.25 2.2328
12 0.5 5.2603
12 1 6.9909
12 2 7.665
12 3.52 8.1214
12 5.07 7.2761
12 7.07 7.611
12 9.03 5.1017
12 12.05 3.9286
12 24.15 0.69164
1 0 0.3097
1 0.25 1.9642
1 0.57 3.3448
1 1.12 5.4247
1 2.02 6.8879
1 3.82 6.9911
1 5.1 6.0375
1 7.03 4.2494
1 9.05 3.5625
1 12.12 2.4007
1 24.37 0.95258
2 0 0.10258
2 0.27 3.0181
2 0.52 4.4256
2 1 7.9881
2 1.92 5.3349
2 3.5 5.0951
2 5.02 4.913
2 7.03 3.6643
2 9 3.3963
2 12 2.5596
2 24.3 0.1569
3 0 0.10172
3 0.27 4.3302
3 0.58 7.7835
3 1.02 7.2067
3 2.02 8.8356
3 3.62 7.4631
3 5.08 7.0301
3 7.07 5.3553
3 9 5.2783
3 12.15 4.2734
3 24.17 1.7413
4 0 0.028445
4 0.35 5.0677
4 0.6 6.0119
4 1.07 7.4849
4 2.13 7.6874
4 3.5 6.3742
4 5.02 5.5218
4 7.02 6.3752
4 9.02 4.369
4 11.98 3.2872
4 24.65 0.70842
5 0 0.0175
5 0.3 3.2385
5 0.52 6.6326
5 1 8.3959
5 2.02 10.19
5 3.5 11.464
5 5.02 9.0617
5 7.02 6.7577
5 9.1 7.7291
5 12 5.5937
5 24.35 1.533
6 0 -0.26505
6 0.27 5.273
6 0.58 6.9398
6 1.15 7.4923
6 2.03 7.633
6 3.57 6.8069
6 5 5.3786
6 7 4.1602
6 9.22 3.1274
6 12.1 3.0604
6 23.85 1.3282
7 0 0.40022
7 0.25 6.133
7 0.5 5.7177
7 1.02 6.5628
7 2.02 8.0074
7 3.48 6.1947
7 5 6.0848
7 6.98 4.6047
7 9 2.5932
7 12.05 2.0624
7 24.22 0.35743
8 0 0.28785
8 0.25 2.6325
8 0.52 3.998
8 0.98 5.5128
8 2.02 6.1391
8 3.53 7.9136
8 5.05 6.3589
8 7.15 5.4118
8 9.07 3.851
8 12.1 2.7353
8 24.12 0.37881
9 0 -0.61311
9 0.3 2.1103
9 0.63 3.8997
9 1.05 4.437
9 2.02 3.9967
9 3.53 4.2022
9 5.02 3.9318
9 7.17 2.6266
9 8.8 2.8727
9 11.6 2.0027
9 24.43 0.86306
10 0 0.095465
10 0.37 6.8169
10 0.77 9.7464
10 1.02 9.759
10 2.05 9.8148
10 3.55 7.6707
10 5.05 7.837
10 7.08 8.1852
10 9.38 5.57
10 12.1 4.8748
10 23.7 1.4659
11 0 -0.056598
11 0.25 3.5553
11 0.5 5.8936
11 0.98 7.7002
11 1.98 9.4966
11 3.6 10.623
11 5.02 10.52
11 7.03 5.7491
11 9.03 6.1685
11 12.12 6.2554
11 24.08 1.783
12 0 0.079948
12 0.25 1.9769
12 0.5 2.9929
12 1 3.7877
12 2 8.0638
12 3.52 6.7197
12 5.07 5.8661
12 7.07 5.4844
12 9.03 5.1612
12 12.05 2.8939
12 24.15 1.7109
1 0 0.21395
1 0.25 1.5914
1 0.57 2.8255
1 1.12 4.7397
1 2.02 7.1502
1 3.82 9.1819
1 5.1 6.7584
1 7.03 5.4076
1 9.05 6.1754
1 12.12 4.6108
1 24.37 2.0208
2 0 0.037176
2 0.27 5.8854
2 0.52 7.4545
2 1 9.3265
2 1.92 11.337
2 3.5 8.5816
2 5.02 7.1164
2 7.03 8.0094
2 9 6.6421
2 12 5.3662
2 24.3 2.595
3 0 0.031198
3 0.27 1.8637
3 0.58 1.766
3 1.02 3.2564
3 2.02 3.7229
3 3.62 5.4116
3 5.08 4.6445
3 7.07 4.9649
3 9 3.4988
3 12.15 3.0342
3 24.17 0.42925
4 0 -0.031611
4 0.35 6.9042
4 0.6 8.6583
4 1.07 10.225
4 2.13 11.793
4 3.5 9.0839
4 5.02 8.1983
4 7.02 6.6393
4 9.02 7.5195
4 11.98 4.2743
4 24.65 1.7013
5 0 -0.017551
5 0.3 4.6975
5 0.52 5.2783
5 1 7.6198
5 2.02 10.341
5 3.5 10.594
5 5.02 8.9387
5 7.02 8.0798
5 9.1 4.7959
5 12 4.5811
5 24.35 1.6213
6 0 0.1541
6 0.27 4.4496
6 0.58 3.3438
6 1.15 6.7348
6 2.03 6.9109
6 3.57 7.9341
6 5 4.6733
6 7 4.1193
6 9.22 4.0318
6 12.1 3.1484
6 23.85 0.92078
7 0 0.18776
7 0.25 1.5678
7 0.5 3.6268
7 1.02 6.2618
7 2.02 7.4413
7 3.48 6.6912
7 5 8.1755
7 6.98 6.7533
7 9 6.2993
7 12.05 4.3848
7 24.22 0.67048
8 0 -0.33514
8 0.25 0.80261
8 0.52 2.5924
8 0.98 3.7253
8 2.02 5.6078
8 3.53 7.9465
8 5.05 8.4615
8 7.15 7.8573
8 9.07 6.773
8 12.1 4.6123
8 24.12 1.2165
9 0 -0.29714
9 0.3 3.1754
9 0.63 6.4335
9 1.05 6.8934
9 2.02 7.9779
9 3.53 6.6294
9 5.02 5.3701
9 7.17 4.5525
9 8.8 4.4726
9 11.6 3.2394
9 24.43 1.9741
10 0 -0.10167
10 0.37 5.4412
10 0.77 10.476
10 1.02 12.627
10 2.05 10.908
10 3.55 10.93
10 5.05 9.9618
10 7.08 8.1017
10 9.38 6.4871
10 12.1 5.3486
10 23.7 2.3318
11 0 -0.41107
11 0.25 1.4131
11 0.5 2.5461
11 0.98 4.2174
11 1.98 5.4383
11 3.6 9.172
11 5.02 6.3576
11 7.03 6.8771
11 9.03 6.8794
11 12.12 4.5063
11 24.08 1.1526
12 0 -0.024066
12 0.25 2.9602
12 0.5 5.628
12 1 5.2811
12 2 7.81
12 3.52 4.6664
12 5.07 5.7211
12 7.07 3.9663
12 9.03 3.5003
12 12.05 1.9188
12 24.15 1.1307
1 0 -0.17439
1 0.25 1.5009
1 0.57 3.7207
1 1.12 5.4027
1 2.02 8.2064
1 3.82 8.1092
1 5.1 7.5803
1 7.03 6.9828
1 9.05 4.8966
1 12.12 3.2441
1 24.37 1.97
2 0 0.23283
2 0.27 2.2079
2 0.52 2.969
2 1 5.3913
2 1.92 6.6379
2 3.5 6.2694
2 5.02 6.9645
2 7.03 5.7323
2 9 4.0814
2 12 3.5443
2 24.3 1.3653
3 0 0.5177
3 0.27 1.7339
3 0.58 5.7879
3 1.02 6.002
3 2.02 7.917
3 3.62 8.0539
3 5.08 8.622
3 7.07 5.5045
3 9 4.7975
3 12.15 4.1079
3 24.17 1.5352
4 0 0.076684
4 0.35 2.7258
4 0.6 4.7252
4 1.07 5.3285
4 2.13 7.8155
4 3.5 6.7493
4 5.02 8.5485
4 7.02 7.3602
4 9.02 4.302
4 11.98 3.8537
4 24.65 1.476
5 0 0.33857
5 0.3 4.6559
5 0.52 7.2641
5 1 9.2636
5 2.02 9.0897
5 3.5 7.881
5 5.02 7.0113
5 7.02 5.28
5 9.1 4.6469
5 12 3.4506
5 24.35 0.86217
6 0 0.27619
6 0.27 5.9225
6 0.58 6.9474
6 1.15 7.1057
6 2.03 8.962
6 3.57 7.7305
6 5 6.1007
6 7 5.5316
6 9.22 5.3214
6 12.1 3.5298
6 23.85 0.66132
7 0 -0.032183
7 0.25 2.4981
7 0.5 2.6646
7 1.02 5.9024
7 2.02 5.9507
7 3.48 6.9428
7 5 7.4731
7 6.98 4.8998
7 9 3.5232
7 12.05 3.0327
7 24.22 0.70432
8 0 -0.10909
8 0.25 1.9889
8 0.52 4.5465
8 0.98 6.4909
8 2.02 7.6155
8 3.53 5.9215
8 5.05 7.4036
8 7.15 5.4261
8 9.07 5.0039
8 12.1 3.0637
8 24.12 1.6262
9 0 -0.49705
9 0.3 2.9232
9 0.63 3.7827
9 1.05 4.73
9 2.02 6.1082
9 3.53 4.5574
9 5.02 4.1904
9 7.17 3.6808
9 8.8 2.9782
9 11.6 3.0076
9 24.43 0.94435
10 0 0.14294
10 0.37 9.4347
10 0.77 11.085
10 1.02 10.155
10 2.05 9.8496
10 3.55 8.3179
10 5.05 7.6806
10 7.08 5.3799
10 9.38 5.4823
10 12.1 3.0086
10 23.7 1.9671
11 0 -0.17972
11 0.25 3.2627
11 0.5 6.2702
11 0.98 8.6684
11 1.98 9.9177
11 3.6 10.506
11 5.02 9.4602
11 7.03 8.9303
11 9.03 6.2945
11 12.12 5.8636
11 24.08 2.8817
12 0 0.12268
12 0.25 3.0755
12 0.5 5.1161
12 1 7.5989
12 2 8.2182
12 3.52 10.122
12 5.07 7.2845
12 7.07 6.6796
12 9.03 3.9081
12 12.05 4.5931
12 24.15 1.1482
1 0 -0.10442
1 0.25 2.6265
1 0.57 5.1209
1 1.12 6.6203
1 2.02 6.4201
1 3.82 5.5156
1 5.1 6.6339
1 7.03 5.5202
1 9.05 3.6408
1 12.12 2.7604
1 24.37 1.0229
2 0 0.10483
2 0.27 3.8802
2 0.52 5.8281
2 1 7.1323
2 1.92 8.516
2 3.5 9.4606
2 5.02 4.6366
2 7.03 4.4089
2 9 3.7429
2 12 4.4503
2 24.3 1.2646
3 0 -0.39058
3 0.27 6.6807
3 0.58 9.1566
3 1.02 9.4502
3 2.02 7.8382
3 3.62 5.4408
3 5.08 5.0666
3 7.07 3.9301
3 9 4.9411
3 12.15 2.4206
3 24.17 0.8448
4 0 -0.24205
4 0.35 3.5834
4 0.6 5.7556
4 1.07 7.4426
4 2.13 8.2483
4 3.5 7.8528
4 5.02 8.038
4 7.02 8.6232
4 9.02 6.9971
4 11.98 4.7829
4 24.65 1.7943
5 0 -0.33622
5 0.3 3.24
5 0.52 4.4196
5 1 7.6748
5 2.02 8.4455
5 3.5 8.1692
5 5.02 7.3809
5 7.02 5.6714
5 9.1 6.7035
5 12 4.7958
5 24.35 1.657
6 0 0.24479
6 0.27 6.3045
6 0.58 8.873
6 1.15 9.0567
6 2.03 9.4976
6 3.57 9.3599
6 5 10.175
6 7 6.8398
6 9.22 6.6326
6 12.1 5.3044
6 23.85 2.2702
7 0 0.37647
7 0.25 3.64
7 0.5 4.0705
7 1.02 8.5709
7 2.02 6.9765
7 3.48 6.1882
7 5 6.2086
7 6.98 5.7959
7 9 5.478
7 12.05 3.718
7 24.22 0.91835
8 0 -0.17581
8 0.25 3.6577
8 0.52 9.1315
8 0.98 9.6093
8 2.02 7.8861
8 3.53 7.37
8 5.05 7.4364
8 7.15 5.5087
8 9.07 4.578
8 12.1 3.0694
8 24.12 2.0187
9 0 -0.17255
9 0.3 1.8179
9 0.63 2.0324
9 1.05 2.3888
9 2.02 3.7261
9 3.53 3.6793
9 5.02 5.3683
9 7.17 4.9404
9 8.8 3.0339
9 11.6 1.9082
9 24.43 0.9018
10 0 -0.1627
10 0.37 8.7254
10 0.77 8.0106
10 1.02 12.362
10 2.05 10.869
10 3.55 11.867
10 5.05 9.1142
10 7.08 8.5599
10 9.38 7.8594
10 12.1 4.9723
10 23.7 1.9111
11 0 0.19422
11 0.25 1.2801
11 0.5 4.1559
11 0.98 6.2419
11 1.98 7.7236
11 3.6 7.7836
11 5.02 6.7819
11 7.03 8.0511
11 9.03 7.045
11 12.12 4.5785
11 24.08 3.3228
12 0 0.13362
12 0.25 5.276
12 0.5 5.6067
12 1 8.8148
12 2 10.005
12 3.52 7.2787
12 5.07 6.9883
12 7.07 4.6517
12 9.03 3.5079
12 12.05 4.0937
12 24.15 0.79477
1 0 -0.69086
1 0.25 3.1546
1 0.57 4.1569
1 1.12 7.248
1 2.02 8.0245
1 3.82 7.0054
1 5.1 6.0412
1 7.03 4.5481
1 9.05 4.2085
1 12.12 3.1377
1 24.37 1.4338
2 0 -0.050445
2 0.27 5.4979
2 0.52 7.052
2 1 11.643
2 1.92 8.427
2 3.5 8.5944
2 5.02 7.6596
2 7.03 5.9791
2 9 4.7405
2 12 4.1452
2 24.3 1.483
3 0 -0.41322
3 0.27 0.47353
3 0.58 1.7881
3 1.02 3.0537
3 2.02 4.0631
3 3.62 6.119
3 5.08 6.8056
3 7.07 6.5903
3 9 6.7453
3 12.15 5.3518
3 24.17 2.0798
4 0 -0.16132
4 0.35 3.6025
4 0.6 4.6583
4 1.07 7.8917
4 2.13 9.148
4 3.5 6.2833
4 5.02 7.9264
4 7.02 6.8899
4 9.02 4.6698
4 11.98 3.1483
4 24.65 1.1506
5 0 -0.3865
5 0.3 12.302
5 0.52 18.755
5 1 16.895
5 2.02 13.488
5 3.5 11.543
5 5.02 10.962
5 7.02 10.37
5 9.1 8.6213
5 12 7.6708
5 24.35 2.7631
6 0 0.050764
6 0.27 3.8556
6 0.58 5.5743
6 1.15 6.7652
6 2.03 4.2774
6 3.57 5.0048
6 5 3.8978
6 7 3.5006
6 9.22 2.5361
6 12.1 1.9166
6 23.85 0.62416
7 0 -0.20983
7 0.25 4.3882
7 0.5 7.2925
7 1.02 9.2091
7 2.02 7.6212
7 3.48 8.3426
7 5 6.6947
7 6.98 6.3208
7 9 4.1495
7 12.05 3.7607
7 24.22 0.21603
8 0 0.1571
8 0.25 5.186
8 0.52 7.5755
8 0.98 7.5629
8 2.02 10.806
8 3.53 8.801
8 5.05 7.7093
8 7.15 5.9001
8 9.07 5.6191
8 12.1 3.3325
8 24.12 1.4486
9 0 -0.48557
9 0.3 1.6275
9 0.63 2.0603
9 1.05 2.5725
9 2.02 5.5961
9 3.53 6.797
9 5.02 5.6805
9 7.17 4.0967
9 8.8 4.2467
9 11.6 4.7718
9 24.43 2.2
10 0 0.26104
10 0.37 3.4746
10 0.77 5.7861
10 1.02 5.7416
10 2.05 8.3352
10 3.55 9.055
10 5.05 8.2309
10 7.08 6.8581
10 9.38 5.7054
10 12.1 3.6255
10 23.7 1.5897
11 0 0.10907
11 0.25 4.8525
11 0.5 6.0818
11 0.98 10.207
11 1.98 10.015
11 3.6 9.6
11 5.02 9.4828
11 7.03 7.754
11 9.03 6.0631
11 12.12 5.2847
11 24.08 2.0122
12 0 -0.091902
12 0.25 2.1214
12 0.5 4.49
12 1 6.175
12 2 5.2096
12 3.52 7.4319
12 5.07 6.6995
12 7.07 4.9701
12 9.03 4.8582
12 12.05 3.1457
12 24.15 1.2419
1 0 0.5389
1 0.25 4.3491
1 0.57 4.8947
1 1.12 6.4219
1 2.02 6.6936
1 3.82 6.9371
1 5.1 5.5984
1 7.03 5.5003
1 9.05 5.1746
1 12.12 4.185
1 24.37 2.3811
2 0 -0.15609
2 0.27 4.4849
2 0.52 4.856
2 1 9.3501
2 1.92 7.3539
2 3.5 7.4559
2 5.02 6.9752
2 7.03 4.7858
2 9 6.0695
2 12 4.3715
2 24.3 1.3081
3 0 -0.15796
3 0.27 3.0792
3 0.58 5.9907
3 1.02 8.6199
3 2.02 10.564
3 3.62 11.862
3 5.08 10.911
3 7.07 8.8907
3 9 7.2951
3 12.15 6.7972
3 24.17 3.2371
4 0 -0.079455
4 0.35 3.3182
4 0.6 3.774
4 1.07 7.7674
4 2.13 8.1318
4 3.5 9.0348
4 5.02 8.2439
4 7.02 6.349
4 9.02 5.1437
4 11.98 4.2401
4 24.65 1.0382
5 0 0.10831
5 0.3 1.1158
5 0.52 2.6963
5 1 3.8499
5 2.02 6.828
5 3.5 6.2826
5 5.02 6.0333
5 7.02 5.5582
5 9.1 4.8984
5 12 4.2175
5 24.35 0.72046
6 0 -0.54904
6 0.27 2.9846
6 0.58 3.7768
6 1.15 6.6512
6 2.03 7.1877
6 3.57 6.6641
6 5 5.6909
6 7 4.7948
6 9.22 3.5798
6 12.1 2.8356
6 23.85 1.4243
7 0 0.035175
7 0.25 3.2048
7 0.5 6.7977
7 1.02 7.3821
7 2.02 10.122
7 3.48 10.504
7 5 7.5074
7 6.98 7.0905
7 9 6.6765
7 12.05 6.7135
7 24.22 2.5541
8 0 -0.28957
8 0.25 5.0317
8 0.52 8.0202
8 0.98 7.5695
8 2.02 8.6988
8 3.53 5.5594
8 5.05 8.4872
8 7.15 6.187
8 9.07 4.9324
8 12.1 3.9937
8 24.12 2.3057
9 0 0.67202
9 0.3 1.7216
9 0.63 2.7341
9 1.05 3.9867
9 2.02 3.4574
9 3.53 4.4816
9 5.02 2.8877
9 7.17 1.4753
9 8.8 2.2065
9 11.6 1.7212
9 24.43 0.44515
10 0 0.22116
10 0.37 1.4924
10 0.77 2.4732
10 1.02 4.0042
10 2.05 6.7151
10 3.55 9.4931
10 5.05 8.1386
10 7.08 7.2582
10 9.38 6.7455
10 12.1 5.2441
10 23.7 2.2454
11 0 0.1856
11 0.25 1.9782
11 0.5 4.1046
11 0.98 5.7566
11 1.98 7.7058
11 3.6 8.6291
11 5.02 6.6976
11 7.03 7.7277
11 9.03 5.6327
11 12.12 3.8898
11 24.08 1.0833
12 0 -0.093589
12 0.25 1.7521
12 0.5 2.3932
12 1 4.8506
12 2 7.7506
12 3.52 7.7801
12 5.07 9.7284
12 7.07 9.2324
12 9.03 7.7599
12 12.05 7.8695
12 24.15 2.21
1 0 0.15978
1 0.25 5.8361
1 0.57 7.6888
1 1.12 8.3617
1 2.02 8.8375
1 3.82 8.4228
1 5.1 6.0703
1 7.03 5.3929
1 9.05 4.5545
1 12.12 5.1128
1 24.37 1.4039
2 0 -0.23147
2 0.27 2.8891
2 0.52 5.4292
2 1 9.8868
2 1.92 7.731
2 3.5 9.2313
2 5.02 7.2189
2 7.03 7.8042
2 9 5.334
2 12 4.9432
2 24.3 2.158
3 0 -0.065709
3 0.27 1.6307
3 0.58 2.7371
3 1.02 3.0684
3 2.02 3.948
3 3.62 6.9058
3 5.08 6.4107
3 7.07 5.6649
3 9 3.8194
3 12.15 4.1581
3 24.17 0.94888
4 0 -0.13207
4 0.35 3.6317
4 0.6 5.7844
4 1.07 5.8985
4 2.13 7.5278
4 3.5 7.1629
4 5.02 6.1798
4 7.02 4.2369
4 9.02 4.0791
4 11.98 3.263
4 24.65 1.1932
5 0 -0.18727
5 0.3 2.9991
5 0.52 5.2949
5 1 8.8821
5 2.02 9.5929
5 3.5 8.3774
5 5.02 7.4679
5 7.02 6.8748
5 9.1 5.4164
5 12 4.0868
5 24.35 1.1414
6 0 0.33141
6 0.27 2.9607
6 0.58 4.9939
6 1.15 9.0183
6 2.03 7.8715
6 3.57 6.0802
6 5 5.4894
6 7 5.166
6 9.22 4.9389
6 12.1 3.6334
6 23.85 2.0367
7 0 0.41051
7 0.25 1.3697
7 0.5 1.1971
7 1.02 2.621
7 2.02 4.4069
7 3.48 5.7873
7 5 6.4761
7 6.98 8.5411
7 9 5.7757
7 12.05 6.1271
7 24.22 2.2381
8 0 0.16408
8 0.25 3.2388
8 0.52 6.1827
8 0.98 7.4588
8 2.02 7.5086
8 3.53 6.1186
8 5.05 5.7703
8 7.15 5.1039
8 9.07 4.317
8 12.1 3.6462
8 24.12 1.2214
9 0 0.029759
9 0.3 0.64822
9 0.63 3.1209
9 1.05 4.3238
9 2.02 6.545
9 3.53 8.1704
9 5.02 5.0869
9 7.17 4.755
9 8.8 3.6537
9 11.6 4.5196
9 24.43 1.0106
10 0 0.13234
10 0.37 3.0166
10 0.77 4.4641
10 1.02 5.4802
10 2.05 6.6395
10 3.55 9.3897
10 5.05 9.0523
10 7.08 6.2764
10 9.38 7.3397
10 12.1 6.6235
10 23.7 1.3457
11 0 -0.30583
11 0.25 1.0831
11 0.5 0.8145
11 0.98 1.7116
11 1.98 3.1275
11 3.6 5.0795
11 5.02 5.8791
11 7.03 6.6907
11 9.03 4.6379
11 12.12 4.4904
11 24.08 2.1082
12 0 0.031429
12 0.25 7.4731
12 0.5 11.176
12 1 14.92
12 2 15.746
12 3.52 13.809
12 5.07 10.262
12 7.07 8.7049
12 9.03 8.1368
12 12.05 6.1369
12 24.15 1.9422
1 0 0.39034
1 0.25 2.3605
1 0.57 5.7848
1 1.12 7.6819
1 2.02 7.8111
1 3.82 8.0709
1 5.1 7.663
1 7.03 6.9212
1 9.05 4.665
1 12.12 4.8393
1 24.37 2.1256
2 0 -0.29772
2 0.27 4.5734
2 0.52 6.5001
2 1 6.4388
2 1.92 7.611
2 3.5 7.5833
2 5.02 7.842
